id,y
2998,1
2999,0
3000,2
3001,1
3002,0
3003,1
3004,2
3005,0
3006,0
3007,2
3008,0
3009,2
3010,0
3011,1
3012,0
3013,0
3014,0
3015,0
3016,1
3017,2
3018,0
3019,0
3020,1
3021,0
3022,0
3023,0
3024,1
3025,0
3026,0
3027,0
3028,2
3029,3
3030,0
3031,1
3032,0
3033,1
3034,1
3035,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,0
3044,0
3045,0
3046,3
3047,0
3048,0
3049,0
3050,1
3051,1
3052,0
3053,0
3054,1
3055,2
3056,2
3057,1
3058,0
3059,2
3060,0
3061,0
3062,0
3063,1
3064,0
3065,0
3066,0
3067,2
3068,1
3069,0
3070,0
3071,2
3072,0
3073,0
3074,0
3075,2
3076,1
3077,2
3078,0
3079,0
3080,0
3081,1
3082,0
3083,0
3084,0
3085,2
3086,1
3087,1
3088,0
3089,0
3090,0
3091,0
3092,3
3093,0
3094,2
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,0
3105,1
3106,0
3107,0
3108,1
3109,1
3110,0
3111,1
3112,3
3113,0
3114,0
3115,0
3116,0
3117,1
3118,0
3119,0
3120,1
3121,3
3122,0
3123,0
3124,2
3125,0
3126,1
3127,3
3128,0
3129,0
3130,0
3131,0
3132,0
3133,0
3134,1
3135,0
3136,0
3137,0
3138,0
3139,0
3140,1
3141,0
3142,3
3143,1
3144,0
3145,0
3146,0
3147,0
3148,0
3149,1
3150,0
3151,0
3152,2
3153,0
3154,1
3155,0
3156,0
3157,2
3158,0
3159,0
3160,1
3161,0
3162,2
3163,0
3164,0
3165,0
3166,0
3167,1
3168,0
3169,2
3170,0
3171,0
3172,0
3173,1
3174,0
3175,1
3176,1
3177,2
3178,0
3179,1
3180,0
3181,1
3182,0
3183,1
3184,1
3185,0
3186,2
3187,0
3188,0
3189,2
3190,0
3191,0
3192,3
3193,0
3194,0
3195,0
3196,3
3197,0
3198,2
3199,0
3200,0
3201,0
3202,1
3203,0
3204,0
3205,0
3206,0
3207,1
3208,2
3209,0
3210,0
3211,0
3212,0
3213,0
3214,0
3215,2
3216,0
3217,0
3218,0
3219,0
3220,1
3221,0
3222,0
3223,0
3224,0
3225,0
3226,2
3227,0
3228,0
3229,1
3230,0
3231,2
3232,0
3233,0
3234,3
3235,1
3236,3
3237,0
3238,1
3239,0
3240,0
3241,1
3242,0
3243,0
3244,0
3245,2
3246,0
3247,1
3248,0
3249,0
3250,0
3251,1
3252,0
3253,0
3254,0
3255,2
3256,0
3257,3
3258,1
3259,0
3260,0
3261,0
3262,0
3263,0
3264,2
3265,1
3266,0
3267,3
3268,2
3269,2
3270,2
3271,3
3272,0
3273,0
3274,0
3275,2
3276,2
3277,0
3278,0
3279,0
3280,0
3281,1
3282,0
3283,2
3284,0
3285,0
3286,3
3287,0
3288,0
3289,0
3290,0
3291,0
3292,0
3293,2
3294,1
3295,0
3296,0
3297,0
3298,0
3299,2
3300,0
3301,0
3302,0
3303,2
3304,0
3305,0
3306,0
3307,1
3308,0
3309,0
3310,0
3311,2
3312,0
3313,0
3314,1
3315,0
3316,1
3317,0
3318,0
3319,1
3320,0
3321,0
3322,2
3323,0
3324,0
3325,0
3326,0
3327,0
3328,2
3329,1
3330,0
3331,0
3332,0
3333,0
3334,0
3335,0
3336,2
3337,0
3338,0
3339,0
3340,1
3341,0
3342,2
3343,1
3344,2
3345,0
3346,0
3347,0
3348,0
3349,2
3350,3
3351,0
3352,3
3353,0
3354,0
3355,0
3356,2
3357,0
3358,2
3359,0
3360,0
3361,0
3362,2
3363,0
3364,0
3365,3
3366,1
3367,1
3368,1
3369,2
3370,2
3371,3
3372,0
3373,0
3374,0
3375,2
3376,0
3377,3
3378,1
3379,2
3380,0
3381,2
3382,0
3383,2
3384,0
3385,2
3386,3
3387,0
3388,0
3389,0
3390,0
3391,3
3392,0
3393,1
3394,1
3395,1
3396,2
3397,0
3398,1
3399,0
3400,1
3401,2
3402,0
3403,3
3404,0
3405,3
3406,0
3407,0
3408,0
3409,0
3410,1
